date,pmer,cod_tend,dd,ff,td,u,pres,rafper,rr1,rr3,temp_celsius
2021-02-03 00:00:00,99990,2,200,2.4,280.55,80,99130,9.8,0.0,0.0,10.700000000000045
2021-02-03 03:00:00,99860,8,200,2.4,280.75,86,99000,9.8,0.0,0.0,9.800000000000011
2021-02-03 06:00:00,99560,6,200,2.4,281.65,99,98700,9.8,4.0,4.4,8.600000000000023
2021-02-03 09:00:00,99400,6,200,2.4,282.25,100,98540,9.8,0.2,3.5,9.100000000000023
2021-02-03 12:00:00,99380,8,210,3.3,282.05,75,98530,11.8,0.0,0.0,13.200000000000045
2021-02-03 15:00:00,99570,3,290,11.7,281.85,99,98710,18.2,0.2,0.2,8.800000000000011
2021-02-03 18:00:00,100290,1,260,8.4,280.65,94,99420,13.1,0.2,0.8,8.400000000000034
2021-02-03 21:00:00,100660,1,250,5.4,279.05,87,99790,10.0,0.0,0.0,7.900000000000034
2021-02-04 00:00:00,100950,1,250,5.4,277.85,92,100070,10.0,0.0,0.0,5.900000000000034
2021-02-04 03:00:00,101090,1,250,5.4,277.25,97,100200,10.0,0.0,0.0,4.5
2021-02-04 06:00:00,101150,3,250,5.4,276.45,97,100260,10.0,0.0,0.0,3.7000000000000455
2021-02-04 09:00:00,101230,1,250,5.4,278.85,100,100350,10.0,0.0,0.0,5.7000000000000455
2021-02-04 12:00:00,101230,0,150,3.4,280.55,98,100350,7.7,-0.1,0.2,7.7000000000000455
2021-02-04 15:00:00,101010,6,120,3.6,281.25,88,100140,6.6,0.0,0.2,10.0
2021-02-04 18:00:00,101010,0,140,4.3,280.85,92,100140,8.2,0.0,0.0,8.900000000000034
2021-02-04 21:00:00,100970,7,140,2.7,280.95,96,100100,4.5,0.0,0.0,8.400000000000034
2021-02-05 00:00:00,100970,5,140,2.2,279.85,96,100090,4.1,0.0,0.0,7.300000000000011
2021-02-05 03:00:00,100960,8,190,1.2,279.55,97,100080,3.9,0.0,0.0,6.800000000000011
2021-02-05 06:00:00,101000,3,170,1.2,279.75,99,100120,2.5,0.0,0.0,6.7000000000000455
2021-02-05 09:00:00,101130,1,190,0.7,280.95,97,100250,2.3,0.0,0.0,8.200000000000045
2021-02-05 12:00:00,101150,0,200,2.2,280.45,83,100280,6.1,0.0,0.0,10.100000000000023
2021-02-05 15:00:00,101050,7,180,1.1,280.25,83,100180,4.1,0.0,0.0,9.900000000000034
2021-02-05 18:00:00,101030,8,140,1.8,280.65,92,100160,3.4,0.4,0.4,8.700000000000045
2021-02-05 21:00:00,101000,5,110,1.7,280.15,93,100130,3.3,0.0,1.0,8.100000000000023
2021-02-06 00:00:00,100970,6,130,1.0,279.95,95,100090,2.1,-0.1,-0.1,7.5
2021-02-06 03:00:00,100870,8,100,1.5,279.65,100,99990,1.9,0.0,0.0,6.5
2021-02-06 06:00:00,100780,7,140,0.5,279.75,100,99900,2.4,0.2,0.4,6.600000000000023
2021-02-06 09:00:00,100750,8,60,2.0,279.85,100,99870,3.2,-0.1,0.4,6.7000000000000455
2021-02-06 12:00:00,100570,7,60,3.8,281.05,99,99700,5.0,0.2,0.2,8.0
2021-02-06 15:00:00,100290,8,30,3.1,281.45,98,99420,5.1,0.6,1.8,8.600000000000023
2021-02-06 18:00:00,100140,6,10,3.5,280.25,97,99270,6.1,0.0,0.2,7.5
2021-02-06 21:00:00,100030,6,40,4.7,278.95,99,99160,8.8,-0.1,0.2,5.900000000000034
2021-02-07 00:00:00,99990,6,30,5.2,275.55,94,99110,8.4,0.0,0.4,3.3000000000000114
2021-02-07 03:00:00,99950,8,10,4.0,273.15,94,99060,7.1,-0.1,-0.1,0.9000000000000341
2021-02-07 06:00:00,99920,6,350,2.9,272.65,95,99030,7.1,-0.1,-0.1,0.20000000000004547
2021-02-07 09:00:00,99920,5,360,3.5,271.15,86,99030,7.6,0.0,0.0,0.10000000000002274
2021-02-07 12:00:00,99890,8,340,4.5,269.85,80,99000,6.7,0.0,0.0,-0.2999999999999545
2021-02-07 15:00:00,99860,6,350,4.7,269.35,81,98960,7.7,0.0,0.0,-0.8999999999999773
2021-02-07 18:00:00,99920,3,10,4.6,269.05,83,99020,8.0,0.0,0.0,-1.599999999999966
2021-02-07 21:00:00,99930,3,10,5.0,268.75,84,99030,7.6,0.0,0.0,-2.099999999999966
2021-02-08 00:00:00,99910,7,20,2.8,268.55,84,99010,5.5,0.0,0.0,-2.2999999999999545
2021-02-08 03:00:00,99870,6,10,2.9,268.85,89,98970,4.3,0.0,0.0,-2.6999999999999886
2021-02-08 06:00:00,99880,3,20,2.7,269.15,90,98980,4.1,-0.1,-0.1,-2.599999999999966
2021-02-08 09:00:00,99960,3,40,3.6,268.15,84,99060,6.0,0.0,0.0,-2.6999999999999886
2021-02-08 12:00:00,100000,1,40,4.2,268.25,83,99100,6.1,0.0,0.0,-2.3999999999999773
2021-02-08 15:00:00,100050,3,40,3.5,267.85,82,99150,5.5,0.0,0.0,-2.599999999999966
2021-02-08 18:00:00,100200,3,30,4.7,267.65,83,99290,6.4,0.0,-0.1,-3.0
2021-02-08 21:00:00,100300,1,30,4.4,266.75,81,99390,6.0,0.0,0.0,-3.599999999999966
2021-02-09 00:00:00,100400,3,30,4.6,265.05,77,99490,7.6,0.0,0.0,-4.699999999999989
2021-02-09 03:00:00,100500,1,60,4.6,263.85,73,99580,7.6,0.0,0.0,-5.199999999999989
2021-02-09 06:00:00,100540,1,60,4.7,263.65,74,99620,6.8,0.0,0.0,-5.599999999999966
2021-02-09 09:00:00,100600,3,80,4.6,264.85,78,99680,7.1,0.0,0.0,-5.099999999999966
2021-02-09 12:00:00,100660,0,70,5.0,265.05,75,99750,7.2,0.0,-0.1,-4.2999999999999545
2021-02-09 15:00:00,100530,8,80,5.6,265.15,74,99620,8.3,0.0,0.0,-4.0
2021-02-09 18:00:00,100530,5,80,6.9,264.75,70,99620,10.5,0.0,0.0,-3.6999999999999886
2021-02-09 21:00:00,100540,3,80,7.6,263.95,65,99630,13.1,0.0,0.0,-3.599999999999966
2021-02-10 00:00:00,100570,2,70,9.4,263.35,68,99650,13.8,0.0,0.0,-4.7999999999999545
2021-02-10 03:00:00,100590,1,50,8.5,263.45,72,99670,13.1,0.0,0.0,-5.399999999999977
2021-02-10 06:00:00,100840,3,50,6.8,262.75,71,99920,11.2,0.0,0.0,-6.0
2021-02-10 09:00:00,101200,1,60,5.6,263.85,71,100280,10.4,0.0,0.0,-4.7999999999999545
2021-02-10 12:00:00,101430,1,50,5.5,265.05,63,100520,9.1,0.0,0.0,-2.0
2021-02-10 15:00:00,101660,3,40,6.1,265.15,59,100750,9.4,0.0,0.0,-1.0
2021-02-10 18:00:00,101910,3,50,2.9,265.95,70,100990,5.8,0.0,0.0,-2.5
2021-02-10 21:00:00,102220,1,110,1.1,266.05,80,101290,3.1,0.0,0.0,-4.199999999999989
2021-02-11 00:00:00,102430,2,40,1.9,265.85,87,101500,2.3,0.0,0.0,-5.5
2021-02-11 03:00:00,102560,3,60,2.3,265.85,89,101620,3.3,0.0,0.0,-5.7999999999999545
2021-02-11 06:00:00,102640,2,70,3.4,266.25,91,101700,4.5,0.0,0.0,-5.699999999999989
2021-02-11 09:00:00,102720,1,90,5.2,266.95,81,101790,8.2,0.0,0.0,-3.3999999999999773
2021-02-11 12:00:00,102770,1,90,6.8,266.15,62,101850,12.0,0.0,0.0,-0.5999999999999659
2021-02-11 15:00:00,102730,6,80,6.5,265.65,57,101810,9.8,0.0,0.0,0.0
2021-02-11 18:00:00,102690,5,90,5.4,266.95,70,101770,9.1,0.0,0.0,-1.3999999999999773
2021-02-11 21:00:00,102800,3,100,5.1,265.75,66,101870,9.0,0.0,0.0,-1.8999999999999773
2021-02-12 00:00:00,102800,5,90,4.2,265.65,71,101870,9.1,0.0,0.0,-3.0
2021-02-12 03:00:00,102710,6,90,6.3,264.35,68,101780,10.0,0.0,0.0,-3.7999999999999545
2021-02-12 06:00:00,102790,1,90,5.3,264.05,70,101860,8.8,0.0,0.0,-4.5
2021-02-12 09:00:00,102840,3,80,7.8,264.15,66,101910,12.0,0.0,0.0,-3.599999999999966
2021-02-12 12:00:00,102870,0,70,7.8,263.75,54,101950,13.0,0.0,0.0,-1.2999999999999545
2021-02-12 15:00:00,102870,0,70,8.7,263.45,53,101950,12.3,0.0,0.0,-1.2999999999999545
2021-02-12 18:00:00,103000,3,70,5.3,263.75,62,102070,10.8,0.0,0.0,-3.099999999999966
2021-02-12 21:00:00,103100,2,80,5.7,264.35,68,102170,9.3,0.0,0.0,-3.7999999999999545
2021-02-13 00:00:00,103270,3,80,5.6,263.75,70,102330,8.5,0.0,0.0,-4.7999999999999545
2021-02-13 03:00:00,103260,5,80,7.1,263.35,73,102320,10.9,0.0,0.0,-5.699999999999989
2021-02-13 06:00:00,103310,2,90,5.8,262.35,71,102360,9.0,0.0,0.0,-6.399999999999977
2021-02-13 09:00:00,103400,3,110,6.9,260.55,52,102460,11.3,0.0,0.0,-4.199999999999989
2021-02-13 12:00:00,103340,8,130,7.9,258.55,34,102410,15.7,0.0,0.0,-0.6999999999999886
2021-02-13 15:00:00,103280,6,130,6.5,259.35,33,102360,13.2,0.0,0.0,0.7000000000000455
2021-02-13 18:00:00,103390,3,110,5.0,261.75,44,102460,9.9,0.0,0.0,-0.5999999999999659
2021-02-13 21:00:00,103360,8,130,5.4,261.35,43,102430,9.8,0.0,0.0,-0.6999999999999886
2021-02-14 00:00:00,103460,2,140,6.7,261.25,47,102530,11.3,0.0,0.0,-2.099999999999966
2021-02-14 03:00:00,103380,6,140,6.8,261.15,51,102440,11.2,0.0,0.0,-3.2999999999999545
2021-02-14 06:00:00,103270,6,140,7.0,261.25,56,102330,11.3,0.0,0.0,-4.399999999999977
2021-02-14 09:00:00,103250,5,140,8.5,261.15,49,102320,13.9,0.0,0.0,-2.6999999999999886
2021-02-14 12:00:00,103080,6,130,6.9,261.95,42,102160,15.2,0.0,0.0,0.20000000000004547
2021-02-14 15:00:00,102900,8,140,8.0,264.35,44,101990,13.5,0.0,0.0,2.2000000000000455
2021-02-14 18:00:00,102710,5,140,9.0,265.95,53,101800,17.5,0.0,0.0,1.3000000000000114
2021-02-14 21:00:00,102670,8,140,7.5,267.05,58,101760,12.3,0.0,0.0,1.3000000000000114
2021-02-15 00:00:00,102570,8,140,6.3,269.25,66,101660,9.0,-0.1,-0.1,1.8000000000000114
2021-02-15 03:00:00,102440,6,150,5.2,273.25,85,101530,9.8,-0.1,0.2,2.400000000000034
2021-02-15 06:00:00,102260,6,150,5.3,274.85,85,101360,8.6,-0.1,0.2,4.0
2021-02-15 09:00:00,102320,3,180,3.7,275.65,86,101420,9.6,0.2,0.6,4.600000000000023
2021-02-15 12:00:00,102270,7,200,3.3,278.15,84,101380,9.8,0.0,0.2,7.5
2021-02-15 15:00:00,102280,2,190,1.8,278.25,80,101390,7.0,0.0,0.0,8.400000000000034
2021-02-15 18:00:00,102280,5,170,1.9,278.75,86,101390,3.9,0.0,0.0,7.800000000000011
2021-02-15 21:00:00,102210,6,160,2.5,278.05,86,101320,4.5,0.0,0.0,7.100000000000023
2021-02-16 00:00:00,102090,5,160,3.1,278.35,87,101200,5.1,-0.1,0.2,7.2000000000000455
2021-02-16 03:00:00,101800,8,160,3.3,277.45,82,100910,6.3,0.0,0.0,7.2000000000000455
2021-02-16 06:00:00,101590,6,140,4.2,276.65,75,100710,6.8,0.0,0.0,7.7000000000000455
2021-02-16 09:00:00,101450,6,180,3.3,277.05,73,100570,9.8,0.0,0.0,8.5
2021-02-16 12:00:00,101300,6,180,3.0,279.05,72,100430,7.1,0.0,0.0,10.700000000000045
2021-02-16 15:00:00,101150,5,200,2.9,279.75,81,100280,8.9,0.2,0.2,9.700000000000045
2021-02-16 18:00:00,101290,1,230,2.3,279.85,95,100410,7.3,0.2,2.0,7.400000000000034
2021-02-16 21:00:00,101420,2,230,3.7,279.75,91,100540,7.5,0.4,1.0,8.0
2021-02-17 00:00:00,101560,2,200,2.0,279.15,93,100680,5.3,0.0,0.0,7.100000000000023
2021-02-17 03:00:00,101610,1,190,2.2,279.35,92,100730,4.9,0.0,0.0,7.400000000000034
2021-02-17 06:00:00,101600,4,190,2.3,279.05,94,100720,6.2,0.0,0.0,6.800000000000011
2021-02-17 09:00:00,101660,0,190,2.7,280.45,89,100780,7.4,0.0,0.0,9.0
2021-02-17 12:00:00,101630,4,210,3.6,280.75,69,100770,13.0,0.0,0.0,13.200000000000045
2021-02-17 15:00:00,101550,6,210,3.6,279.65,63,100690,10.6,0.0,0.0,13.400000000000034
2021-02-17 18:00:00,101530,5,170,2.6,278.35,69,100660,7.0,0.0,0.0,10.700000000000045
2021-02-17 21:00:00,101470,8,140,2.3,278.65,83,100590,7.3,0.0,0.0,8.200000000000045
2021-02-18 00:00:00,101310,8,140,4.2,278.05,82,100430,6.5,0.0,0.0,7.800000000000011
2021-02-18 03:00:00,100980,8,150,4.8,276.95,78,100100,8.5,0.0,0.0,7.400000000000034
2021-02-18 06:00:00,100780,6,150,4.5,276.75,76,99900,10.5,0.0,0.0,7.600000000000023
2021-02-18 09:00:00,100560,6,140,5.9,277.75,77,99690,9.2,0.0,0.2,8.400000000000034
2021-02-18 12:00:00,100440,6,160,3.7,279.65,73,99580,9.2,0.0,0.0,11.200000000000045
2021-02-18 15:00:00,100650,3,260,7.5,280.25,94,99780,10.9,0.4,3.0,8.0
2021-02-18 18:00:00,101010,3,250,5.1,277.25,83,100130,11.7,0.0,0.0,6.800000000000011
2021-02-18 21:00:00,101290,1,180,1.4,276.55,92,100400,2.9,0.0,0.0,4.600000000000023
2021-02-19 00:00:00,101420,1,170,2.0,275.15,90,100530,3.4,0.0,0.0,3.5
2021-02-19 03:00:00,101460,2,170,1.9,275.35,92,100570,3.7,0.0,0.0,3.400000000000034
2021-02-19 06:00:00,101420,8,140,3.3,275.35,94,100520,5.6,0.0,0.0,3.1000000000000227
2021-02-19 09:00:00,101500,0,150,3.8,277.65,98,100610,8.0,0.0,0.0,4.800000000000011
2021-02-19 12:00:00,101410,6,170,3.9,278.95,80,100530,10.9,0.0,0.0,9.100000000000023
2021-02-19 15:00:00,101280,6,170,3.6,280.45,80,100410,9.1,0.0,0.0,10.600000000000023
2021-02-19 18:00:00,101230,6,140,4.5,280.95,82,100360,7.8,0.0,0.0,10.800000000000011
2021-02-19 21:00:00,101190,8,140,4.6,282.05,88,100320,7.0,-0.1,-0.1,10.800000000000011
2021-02-20 00:00:00,101090,6,150,4.6,281.55,82,100220,8.2,0.0,0.2,11.400000000000034
2021-02-20 03:00:00,100930,7,150,5.6,280.65,77,100070,9.5,0.0,0.0,11.400000000000034
2021-02-20 06:00:00,100910,8,150,5.7,279.45,75,100040,9.6,0.0,0.0,10.5
2021-02-20 09:00:00,100940,1,130,3.7,279.15,77,100070,8.8,0.0,0.0,9.800000000000011
2021-02-20 12:00:00,100770,8,160,5.8,278.45,54,99920,10.7,0.0,0.0,14.5
2021-02-20 15:00:00,100650,5,150,4.7,280.35,54,99800,10.6,0.0,0.0,16.5
2021-02-20 18:00:00,100700,3,150,4.7,279.95,61,99850,9.0,0.0,0.0,14.200000000000045
2021-02-20 21:00:00,100800,3,150,4.4,279.75,67,99940,7.6,0.0,0.0,12.600000000000023
2021-02-21 00:00:00,100900,3,150,3.9,279.85,68,100040,6.8,0.0,0.0,12.400000000000034
2021-02-21 03:00:00,100960,1,160,3.1,278.95,66,100100,6.9,0.0,0.0,12.0
2021-02-21 06:00:00,101040,3,160,2.8,278.15,68,100170,7.0,0.0,0.0,10.700000000000045
2021-02-21 09:00:00,101130,0,120,4.1,278.15,71,100260,6.6,0.0,0.0,10.0
2021-02-21 12:00:00,101130,1,150,4.0,278.75,55,100270,7.5,0.0,0.0,14.5
2021-02-21 15:00:00,101080,5,140,2.8,279.55,56,100230,5.0,0.0,0.0,15.100000000000023
2021-02-21 18:00:00,101070,5,130,3.1,279.95,62,100210,5.5,0.0,0.0,14.0
2021-02-21 21:00:00,101100,0,110,2.6,279.55,67,100240,3.9,0.0,0.0,12.400000000000034
2021-02-22 00:00:00,101170,3,130,2.7,279.05,69,100300,5.2,0.0,0.0,11.400000000000034
2021-02-22 03:00:00,101240,2,140,2.5,278.75,71,100370,3.5,0.0,0.0,10.600000000000023
2021-02-22 06:00:00,101390,2,140,2.6,278.25,74,100520,3.8,0.0,0.0,9.5
2021-02-22 09:00:00,101550,1,140,3.1,278.15,69,100680,4.7,0.0,0.0,10.400000000000034
2021-02-22 12:00:00,101720,1,160,2.0,279.85,64,100860,4.2,0.0,0.0,13.400000000000034
2021-02-22 15:00:00,101830,3,150,1.2,281.05,66,100970,2.7,0.0,0.0,14.200000000000045
2021-02-22 18:00:00,102070,3,160,1.8,280.25,66,101200,4.9,0.0,0.0,13.300000000000011
2021-02-22 21:00:00,102340,3,240,0.6,282.65,84,101470,5.1,-0.1,-0.1,12.100000000000023
2021-02-23 00:00:00,102330,8,130,3.4,283.25,99,101450,5.4,0.0,-0.1,10.300000000000011
2021-02-23 03:00:00,102530,1,170,2.0,282.45,93,101650,4.0,0.0,0.0,10.400000000000034
2021-02-23 06:00:00,102630,1,170,2.8,283.15,91,101750,5.3,0.0,0.0,11.400000000000034
2021-02-23 09:00:00,102780,1,190,3.0,282.45,79,101910,8.5,0.0,0.0,12.900000000000034
2021-02-23 12:00:00,102780,4,190,3.3,282.05,64,101910,9.8,0.0,0.0,15.700000000000045
2021-02-23 15:00:00,102810,3,200,3.7,282.55,59,101950,9.8,0.0,0.0,17.5
2021-02-23 18:00:00,102800,8,160,3.4,282.45,73,101930,7.6,0.0,0.0,14.100000000000023
2021-02-23 21:00:00,102890,3,180,3.1,281.55,73,102010,8.5,0.0,0.0,13.100000000000023
2021-02-24 00:00:00,102920,0,180,2.0,280.85,76,102040,5.0,0.0,0.0,11.800000000000011
2021-02-24 03:00:00,102820,8,140,1.9,280.55,80,101940,5.6,0.0,0.0,10.700000000000045
2021-02-24 06:00:00,102780,6,180,2.9,280.35,75,101900,6.4,0.0,0.0,11.5
2021-02-24 09:00:00,102840,1,160,3.4,281.25,72,101960,8.0,0.0,0.0,13.0
2021-02-24 12:00:00,102690,8,180,3.8,281.35,53,101830,11.7,0.0,0.0,17.900000000000034
2021-02-24 15:00:00,102540,6,180,4.6,280.95,52,101680,9.8,0.0,0.0,17.80000000000001
2021-02-24 18:00:00,102540,5,160,2.4,281.45,66,101670,5.1,0.0,0.0,14.600000000000023
2021-02-24 21:00:00,102530,7,170,2.2,281.65,73,101660,5.4,0.0,0.0,13.200000000000045
2021-02-25 00:00:00,102580,2,130,1.8,280.85,76,101700,2.6,0.0,0.0,11.800000000000011
2021-02-25 03:00:00,102500,8,170,2.0,279.55,78,101620,3.5,0.0,0.0,10.100000000000023
2021-02-25 06:00:00,102550,3,210,1.9,278.55,84,101660,5.3,0.0,0.0,7.900000000000034
2021-02-25 09:00:00,102680,3,140,1.7,279.95,79,101800,2.7,0.0,0.0,10.300000000000011
2021-02-25 12:00:00,102730,1,310,3.7,281.65,77,101850,5.9,0.0,0.0,12.400000000000034
2021-02-25 15:00:00,102810,3,270,4.5,281.55,95,101920,6.5,0.0,0.0,9.200000000000045
2021-02-25 18:00:00,103010,3,290,2.6,281.35,97,102120,4.5,0.0,0.0,8.700000000000045
2021-02-25 21:00:00,103180,1,300,4.0,281.25,99,102290,7.4,-0.1,-0.1,8.200000000000045
2021-02-26 00:00:00,103310,1,300,2.2,280.05,95,102410,2.9,0.2,0.2,7.7000000000000455
2021-02-26 03:00:00,103360,0,310,1.3,278.65,97,102460,2.3,0.0,-0.1,5.900000000000034
2021-02-26 06:00:00,103470,3,320,2.0,275.55,100,102550,2.7,0.0,0.0,2.400000000000034
2021-02-26 09:00:00,103650,3,10,2.6,280.55,100,102750,4.0,0.0,-0.1,7.400000000000034
2021-02-26 12:00:00,103710,1,350,4.0,275.95,57,102820,6.5,0.0,0.0,11.0
2021-02-26 15:00:00,103680,6,10,4.5,274.05,51,102790,6.9,0.0,0.0,10.600000000000023
2021-02-26 18:00:00,103830,3,20,2.8,274.05,67,102920,5.1,0.0,0.0,6.600000000000023
2021-02-26 21:00:00,103930,1,20,1.6,273.95,81,103010,2.3,0.0,0.0,3.8000000000000114
2021-02-27 00:00:00,104010,1,310,1.5,272.75,85,103090,2.7,0.0,0.0,1.900000000000034
2021-02-27 03:00:00,104010,8,10,1.3,272.95,91,103080,1.9,0.0,0.0,1.1000000000000227
2021-02-27 06:00:00,104020,2,120,1.2,272.55,92,103090,2.2,0.0,0.0,0.6000000000000227
2021-02-27 09:00:00,104110,2,50,1.8,275.75,81,103200,2.6,0.2,0.2,5.600000000000023
2021-02-27 12:00:00,104080,8,50,5.0,276.05,64,103180,8.1,0.0,0.0,9.400000000000034
2021-02-27 15:00:00,103900,6,40,4.5,275.75,59,103010,7.8,0.0,0.0,10.300000000000011
2021-02-27 18:00:00,103890,5,40,3.7,275.75,71,102990,6.0,0.0,0.0,7.5
2021-02-27 21:00:00,103890,5,60,3.9,275.45,86,102980,6.3,0.0,0.0,4.400000000000034
2021-02-28 00:00:00,103840,8,70,4.0,275.55,95,102920,6.3,0.0,0.0,3.1000000000000227
2021-02-28 03:00:00,103710,8,50,5.2,275.35,97,102790,7.0,0.0,0.0,2.6000000000000227
2021-02-28 06:00:00,103630,6,70,3.8,275.75,96,102720,7.9,0.0,0.0,3.2000000000000455
2021-02-28 09:00:00,103650,3,80,5.3,275.85,91,102740,9.3,0.0,0.0,4.0
2021-02-28 12:00:00,103520,8,70,6.1,275.55,66,102620,8.7,0.0,0.0,8.400000000000034
2021-02-28 15:00:00,103280,6,70,6.8,275.15,56,102390,9.1,0.0,0.0,10.400000000000034
2021-02-28 18:00:00,103200,5,70,4.7,276.35,71,102310,8.0,0.0,0.0,8.100000000000023
2021-02-28 21:00:00,103210,0,70,4.5,276.65,86,102310,5.8,0.0,0.0,5.7000000000000455
2021-03-01 00:00:00,103190,8,70,4.0,276.45,90,102280,6.2,0.0,0.0,4.800000000000011
2021-03-01 03:00:00,103130,8,80,3.0,274.65,90,102220,4.9,0.0,0.0,3.0
2021-03-01 06:00:00,103110,6,70,3.3,274.35,92,102200,4.5,0.2,0.2,2.400000000000034
2021-03-01 09:00:00,103140,1,110,2.9,274.85,72,102240,6.0,0.0,0.0,6.400000000000034
2021-03-01 12:00:00,103040,8,110,3.5,275.05,54,102160,7.2,0.0,0.0,10.900000000000034
2021-03-01 15:00:00,102880,6,80,4.2,275.85,52,102000,7.3,0.0,0.0,12.300000000000011
2021-03-01 18:00:00,102890,5,70,4.1,276.25,67,102000,5.8,0.0,0.0,8.900000000000034
2021-03-01 21:00:00,102890,8,70,3.8,276.55,82,101990,5.5,0.0,0.0,6.2000000000000455
2021-03-02 00:00:00,102920,3,70,1.7,276.15,93,102010,3.4,0.0,0.0,4.0
2021-03-02 03:00:00,102880,8,60,2.8,275.15,96,101970,3.6,0.0,0.0,2.6000000000000227
2021-03-02 06:00:00,102840,5,90,2.5,275.05,98,101930,3.1,0.0,0.0,2.2000000000000455
2021-03-02 09:00:00,102920,1,110,2.7,275.15,80,102020,3.8,0.0,0.0,5.2000000000000455
2021-03-02 12:00:00,102890,8,130,2.4,277.15,58,102010,4.5,0.0,0.0,12.0
2021-03-02 15:00:00,102780,6,110,2.3,278.35,53,101910,4.0,0.0,0.0,14.700000000000045
2021-03-02 18:00:00,102840,3,140,2.8,278.95,66,101960,3.9,0.0,0.0,12.0
2021-03-02 21:00:00,102890,3,140,2.2,278.65,77,102000,2.8,0.0,0.0,9.300000000000011
2021-03-03 00:00:00,102890,0,150,2.0,277.95,82,102000,2.9,0.0,0.0,7.7000000000000455
2021-03-03 03:00:00,102850,8,150,2.6,277.35,84,101950,3.1,0.0,0.0,6.7000000000000455
2021-03-03 06:00:00,102860,0,150,2.1,276.35,83,101960,3.4,0.0,0.0,5.900000000000034
2021-03-03 09:00:00,102900,1,130,2.0,278.85,79,102010,2.6,0.0,0.0,9.200000000000045
2021-03-03 12:00:00,102820,8,200,1.5,280.35,57,101950,4.4,0.0,0.0,15.700000000000045
2021-03-03 15:00:00,102700,6,300,5.9,280.15,70,101820,8.6,0.0,0.0,12.300000000000011
2021-03-03 18:00:00,102660,6,310,1.9,280.15,86,101770,2.6,0.0,0.0,9.200000000000045
2021-03-03 21:00:00,102560,6,130,1.0,280.55,92,101670,1.4,0.0,0.0,8.600000000000023
2021-03-04 00:00:00,102470,8,220,0.7,280.65,96,101580,2.2,0.0,0.0,8.100000000000023
2021-03-04 03:00:00,102320,6,240,0.6,280.05,99,101430,1.5,0.0,0.0,7.0
2021-03-04 06:00:00,102190,6,250,1.6,280.45,99,101300,3.4,1.6,1.8,7.400000000000034
2021-03-04 09:00:00,102190,2,280,2.3,281.45,100,101310,3.0,-0.1,0.4,8.300000000000011
2021-03-04 12:00:00,102260,3,360,3.9,279.85,95,101370,6.0,0.0,1.4,7.400000000000034
2021-03-04 15:00:00,102280,3,350,4.5,278.05,90,101390,6.5,0.0,0.0,6.400000000000034
2021-03-04 18:00:00,102370,3,320,3.1,277.15,93,101470,5.8,0.0,0.0,5.0
2021-03-04 21:00:00,102460,1,360,3.0,276.15,90,101560,5.4,0.0,0.0,4.5
2021-03-05 00:00:00,102550,1,360,5.0,275.75,91,101650,8.8,0.2,0.2,3.900000000000034
2021-03-05 03:00:00,102610,1,330,2.7,274.45,91,101700,5.5,0.0,-0.1,2.6000000000000227
2021-03-05 06:00:00,102700,3,20,2.7,273.15,88,101790,4.3,0.0,0.0,1.8000000000000114
2021-03-05 09:00:00,102900,1,50,6.0,274.05,80,101990,9.4,0.0,0.0,4.0
2021-03-05 12:00:00,102990,1,40,5.7,271.35,61,102090,10.5,0.0,0.0,5.100000000000023
2021-03-05 15:00:00,102970,6,50,6.6,271.55,58,102070,11.1,0.0,0.0,6.100000000000023
2021-03-05 18:00:00,103150,3,30,5.2,271.25,68,102240,7.8,0.0,0.0,3.5
2021-03-05 21:00:00,103280,1,40,4.1,270.65,76,102360,6.6,0.0,0.0,1.3000000000000114
2021-03-06 00:00:00,103320,1,70,2.4,271.25,88,102400,5.6,0.0,0.0,-0.19999999999998863
2021-03-06 03:00:00,103270,8,50,2.6,270.25,85,102340,4.5,0.0,0.0,-0.6999999999999886
2021-03-06 06:00:00,103330,1,50,2.8,269.25,82,102400,4.6,0.0,0.0,-1.1999999999999886
2021-03-06 09:00:00,103340,0,80,4.4,270.75,70,102430,7.0,0.0,0.0,2.5
2021-03-06 12:00:00,103270,8,70,5.9,270.85,55,102370,9.2,0.0,0.0,6.100000000000023
2021-03-06 15:00:00,103020,6,60,6.0,270.65,51,102120,9.5,0.0,0.0,7.0
2021-03-06 18:00:00,102990,5,50,2.5,270.25,62,102080,6.3,0.0,0.0,3.7000000000000455
2021-03-06 21:00:00,102980,8,30,4.1,272.35,87,102060,5.7,0.0,0.0,1.1000000000000227
2021-03-07 00:00:00,102890,8,50,2.8,271.25,88,101970,3.7,0.0,0.0,-0.19999999999998863
2021-03-07 03:00:00,102760,8,50,2.5,270.65,89,101840,3.7,0.0,0.0,-0.8999999999999773
2021-03-07 06:00:00,102710,6,40,1.1,269.45,89,101790,2.7,0.0,0.0,-2.099999999999966
2021-03-07 09:00:00,102710,1,40,1.7,271.35,76,101800,2.6,0.2,0.2,2.0
2021-03-07 12:00:00,102610,8,50,3.9,271.45,58,101710,6.5,0.0,0.0,5.900000000000034
2021-03-07 15:00:00,102430,6,40,3.0,271.65,55,101540,6.7,0.0,0.0,6.900000000000034
2021-03-07 18:00:00,102410,5,30,2.8,270.75,66,101510,5.1,0.0,0.0,3.400000000000034
2021-03-07 21:00:00,102510,1,30,2.7,270.65,80,101600,4.2,0.0,0.0,0.6000000000000227
